n,indicator.id,indicator.value,country.id,country.value,countryiso3code,date,value,unit,obs_status,decimal,m
661,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GY,Guyana,GUY,2021,NA,,,
662,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GY,Guyana,GUY,2020,NA,,,
663,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GY,Guyana,GUY,2019,NA,,,
664,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GY,Guyana,GUY,2018,NA,,,
665,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GY,Guyana,GUY,2017,NA,,,
666,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),HT,Haiti,HTI,2021,NA,,,
667,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),HT,Haiti,HTI,2020,NA,,,
668,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),HT,Haiti,HTI,2019,NA,,,
669,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),HT,Haiti,HTI,2018,NA,,,
670,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),HT,Haiti,HTI,2017,NA,,,
671,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),HN,Honduras,HND,2021,NA,,,
672,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),HN,Honduras,HND,2020,NA,,,
673,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),HN,Honduras,HND,2019,88.50743,,,
674,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),HN,Honduras,HND,2018,87.20524,,,
675,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),HN,Honduras,HND,2017,NA,,,
676,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),HK,Hong Kong SAR, China,HKG,2021,NA,,,
677,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),HK,Hong Kong SAR, China,HKG,2020,NA,,,
678,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),HK,Hong Kong SAR, China,HKG,2019,NA,,,
679,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),HK,Hong Kong SAR, China,HKG,2018,NA,,,
680,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),HK,Hong Kong SAR, China,HKG,2017,NA,,,
681,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),HU,Hungary,HUN,2021,NA,,,
682,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),HU,Hungary,HUN,2020,NA,,,
683,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),HU,Hungary,HUN,2019,NA,,,
684,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),HU,Hungary,HUN,2018,NA,,,
685,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),HU,Hungary,HUN,2017,NA,,,
686,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),IS,Iceland,ISL,2021,NA,,,
687,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),IS,Iceland,ISL,2020,NA,,,
688,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),IS,Iceland,ISL,2019,NA,,,
689,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),IS,Iceland,ISL,2018,NA,,,
690,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),IS,Iceland,ISL,2017,NA,,,
691,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),IN,India,IND,2021,NA,,,
692,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),IN,India,IND,2020,NA,,,
693,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),IN,India,IND,2019,NA,,,
694,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),IN,India,IND,2018,74.37299,,,
695,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),IN,India,IND,2017,NA,,,
696,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),ID,Indonesia,IDN,2021,NA,,,
697,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),ID,Indonesia,IDN,2020,95.99901,,,
698,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),ID,Indonesia,IDN,2019,NA,,,
699,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),ID,Indonesia,IDN,2018,95.65856,,,
700,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),ID,Indonesia,IDN,2017,NA,,,
701,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),IR,Iran, Islamic Rep.,IRN,2021,NA,,,
702,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),IR,Iran, Islamic Rep.,IRN,2020,NA,,,
703,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),IR,Iran, Islamic Rep.,IRN,2019,NA,,,
704,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),IR,Iran, Islamic Rep.,IRN,2018,NA,,,
705,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),IR,Iran, Islamic Rep.,IRN,2017,NA,,,
706,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),IQ,Iraq,IRQ,2021,NA,,,
707,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),IQ,Iraq,IRQ,2020,NA,,,
708,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),IQ,Iraq,IRQ,2019,NA,,,
709,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),IQ,Iraq,IRQ,2018,NA,,,
710,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),IQ,Iraq,IRQ,2017,85.60000,,,
711,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),IE,Ireland,IRL,2021,NA,,,
712,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),IE,Ireland,IRL,2020,NA,,,
713,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),IE,Ireland,IRL,2019,NA,,,
714,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),IE,Ireland,IRL,2018,NA,,,
715,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),IE,Ireland,IRL,2017,NA,,,
716,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),IM,Isle of Man,IMN,2021,NA,,,
717,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),IM,Isle of Man,IMN,2020,NA,,,
718,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),IM,Isle of Man,IMN,2019,NA,,,
719,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),IM,Isle of Man,IMN,2018,NA,,,
720,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),IM,Isle of Man,IMN,2017,NA,,,
721,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),IL,Israel,ISR,2021,NA,,,
722,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),IL,Israel,ISR,2020,NA,,,
723,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),IL,Israel,ISR,2019,NA,,,
724,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),IL,Israel,ISR,2018,NA,,,
725,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),IL,Israel,ISR,2017,NA,,,
726,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),IT,Italy,ITA,2021,NA,,,
727,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),IT,Italy,ITA,2020,NA,,,
728,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),IT,Italy,ITA,2019,99.34910,,,
729,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),IT,Italy,ITA,2018,99.15576,,,
730,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),IT,Italy,ITA,2017,NA,,,
731,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),JM,Jamaica,JAM,2021,NA,,,
732,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),JM,Jamaica,JAM,2020,NA,,,
733,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),JM,Jamaica,JAM,2019,NA,,,
734,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),JM,Jamaica,JAM,2018,NA,,,
735,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),JM,Jamaica,JAM,2017,NA,,,
736,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),JP,Japan,JPN,2021,NA,,,
737,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),JP,Japan,JPN,2020,NA,,,
738,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),JP,Japan,JPN,2019,NA,,,
739,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),JP,Japan,JPN,2018,NA,,,
740,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),JP,Japan,JPN,2017,NA,,,
741,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),JO,Jordan,JOR,2021,NA,,,
742,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),JO,Jordan,JOR,2020,NA,,,
743,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),JO,Jordan,JOR,2019,NA,,,
744,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),JO,Jordan,JOR,2018,98.22711,,,
745,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),JO,Jordan,JOR,2017,NA,,,
746,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),KZ,Kazakhstan,KAZ,2021,NA,,,
747,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),KZ,Kazakhstan,KAZ,2020,NA,,,
748,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),KZ,Kazakhstan,KAZ,2019,NA,,,
749,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),KZ,Kazakhstan,KAZ,2018,99.78163,,,
750,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),KZ,Kazakhstan,KAZ,2017,NA,,,
751,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),KE,Kenya,KEN,2021,NA,,,
752,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),KE,Kenya,KEN,2020,NA,,,
753,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),KE,Kenya,KEN,2019,NA,,,
754,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),KE,Kenya,KEN,2018,81.53497,,,
755,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),KE,Kenya,KEN,2017,NA,,,
756,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),KI,Kiribati,KIR,2021,NA,,,
757,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),KI,Kiribati,KIR,2020,NA,,,
758,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),KI,Kiribati,KIR,2019,NA,,,
759,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),KI,Kiribati,KIR,2018,NA,,,
760,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),KI,Kiribati,KIR,2017,NA,,,
761,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),KP,Korea, Dem. People's Rep.,PRK,2021,NA,,,
762,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),KP,Korea, Dem. People's Rep.,PRK,2020,NA,,,
763,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),KP,Korea, Dem. People's Rep.,PRK,2019,NA,,,
764,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),KP,Korea, Dem. People's Rep.,PRK,2018,NA,,,
765,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),KP,Korea, Dem. People's Rep.,PRK,2017,NA,,,
766,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),KR,Korea, Rep.,KOR,2021,NA,,,
767,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),KR,Korea, Rep.,KOR,2020,NA,,,
768,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),KR,Korea, Rep.,KOR,2019,NA,,,
769,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),KR,Korea, Rep.,KOR,2018,NA,,,
770,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),KR,Korea, Rep.,KOR,2017,NA,,,
771,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),XK,Kosovo,XKX,2021,NA,,,
772,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),XK,Kosovo,XKX,2020,NA,,,
773,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),XK,Kosovo,XKX,2019,NA,,,
774,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),XK,Kosovo,XKX,2018,NA,,,
775,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),XK,Kosovo,XKX,2017,NA,,,
776,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),KW,Kuwait,KWT,2021,NA,,,
777,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),KW,Kuwait,KWT,2020,96.45754,,,
778,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),KW,Kuwait,KWT,2019,NA,,,
779,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),KW,Kuwait,KWT,2018,96.05647,,,
780,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),KW,Kuwait,KWT,2017,96.03595,,,
781,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),KG,Kyrgyz Republic,KGZ,2021,NA,,,
782,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),KG,Kyrgyz Republic,KGZ,2020,NA,,,
783,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),KG,Kyrgyz Republic,KGZ,2019,NA,,,
784,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),KG,Kyrgyz Republic,KGZ,2018,99.58600,,,
785,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),KG,Kyrgyz Republic,KGZ,2017,NA,,,
786,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),LA,Lao PDR,LAO,2021,NA,,,
787,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),LA,Lao PDR,LAO,2020,NA,,,
788,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),LA,Lao PDR,LAO,2019,NA,,,
789,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),LA,Lao PDR,LAO,2018,NA,,,
790,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),LA,Lao PDR,LAO,2017,NA,,,
791,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),LV,Latvia,LVA,2021,NA,,,
792,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),LV,Latvia,LVA,2020,NA,,,
793,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),LV,Latvia,LVA,2019,NA,,,
794,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),LV,Latvia,LVA,2018,99.88931,,,
795,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),LV,Latvia,LVA,2017,NA,,,
796,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),LB,Lebanon,LBN,2021,NA,,,
797,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),LB,Lebanon,LBN,2020,NA,,,
798,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),LB,Lebanon,LBN,2019,NA,,,
799,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),LB,Lebanon,LBN,2018,95.06944,,,
800,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),LB,Lebanon,LBN,2017,NA,,,
801,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),LS,Lesotho,LSO,2021,NA,,,
802,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),LS,Lesotho,LSO,2020,NA,,,
803,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),LS,Lesotho,LSO,2019,NA,,,
804,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),LS,Lesotho,LSO,2018,NA,,,
805,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),LS,Lesotho,LSO,2017,NA,,,
806,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),LR,Liberia,LBR,2021,NA,,,
807,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),LR,Liberia,LBR,2020,NA,,,
808,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),LR,Liberia,LBR,2019,NA,,,
809,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),LR,Liberia,LBR,2018,NA,,,
810,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),LR,Liberia,LBR,2017,48.30136,,,
811,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),LY,Libya,LBY,2021,NA,,,
812,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),LY,Libya,LBY,2020,NA,,,
813,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),LY,Libya,LBY,2019,NA,,,
814,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),LY,Libya,LBY,2018,NA,,,
815,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),LY,Libya,LBY,2017,NA,,,
816,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),LI,Liechtenstein,LIE,2021,NA,,,
817,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),LI,Liechtenstein,LIE,2020,NA,,,
818,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),LI,Liechtenstein,LIE,2019,NA,,,
819,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),LI,Liechtenstein,LIE,2018,NA,,,
820,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),LI,Liechtenstein,LIE,2017,NA,,,
821,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),LT,Lithuania,LTU,2021,NA,,,
822,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),LT,Lithuania,LTU,2020,NA,,,
823,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),LT,Lithuania,LTU,2019,NA,,,
824,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),LT,Lithuania,LTU,2018,NA,,,
825,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),LT,Lithuania,LTU,2017,NA,,,
826,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),LU,Luxembourg,LUX,2021,NA,,,
827,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),LU,Luxembourg,LUX,2020,NA,,,
828,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),LU,Luxembourg,LUX,2019,NA,,,
829,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),LU,Luxembourg,LUX,2018,NA,,,
830,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),LU,Luxembourg,LUX,2017,NA,,,
831,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MO,Macao SAR, China,MAC,2021,NA,,,
832,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MO,Macao SAR, China,MAC,2020,NA,,,
833,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MO,Macao SAR, China,MAC,2019,NA,,,
834,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MO,Macao SAR, China,MAC,2018,NA,,,
835,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MO,Macao SAR, China,MAC,2017,NA,,,
836,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MG,Madagascar,MDG,2021,NA,,,
837,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MG,Madagascar,MDG,2020,NA,,,
838,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MG,Madagascar,MDG,2019,NA,,,
839,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MG,Madagascar,MDG,2018,76.67968,,,
840,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MG,Madagascar,MDG,2017,NA,,,
841,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MW,Malawi,MWI,2021,NA,,,
842,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MW,Malawi,MWI,2020,NA,,,
843,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MW,Malawi,MWI,2019,NA,,,
844,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MW,Malawi,MWI,2018,NA,,,
845,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MW,Malawi,MWI,2017,NA,,,
846,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MY,Malaysia,MYS,2021,NA,,,
847,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MY,Malaysia,MYS,2020,NA,,,
848,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MY,Malaysia,MYS,2019,94.97113,,,
849,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MY,Malaysia,MYS,2018,94.85441,,,
850,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MY,Malaysia,MYS,2017,95.08265,,,
851,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MV,Maldives,MDV,2021,NA,,,
852,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MV,Maldives,MDV,2020,NA,,,
853,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MV,Maldives,MDV,2019,NA,,,
854,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MV,Maldives,MDV,2018,NA,,,
855,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MV,Maldives,MDV,2017,NA,,,
856,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),ML,Mali,MLI,2021,NA,,,
857,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),ML,Mali,MLI,2020,30.76141,,,
858,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),ML,Mali,MLI,2019,NA,,,
859,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),ML,Mali,MLI,2018,35.47377,,,
860,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),ML,Mali,MLI,2017,NA,,,
861,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MT,Malta,MLT,2021,NA,,,
862,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MT,Malta,MLT,2020,NA,,,
863,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MT,Malta,MLT,2019,NA,,,
864,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MT,Malta,MLT,2018,94.50319,,,
865,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MT,Malta,MLT,2017,NA,,,
866,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MH,Marshall Islands,MHL,2021,NA,,,
867,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MH,Marshall Islands,MHL,2020,NA,,,
868,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MH,Marshall Islands,MHL,2019,NA,,,
869,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MH,Marshall Islands,MHL,2018,NA,,,
870,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MH,Marshall Islands,MHL,2017,NA,,,
871,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MR,Mauritania,MRT,2021,NA,,,
872,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MR,Mauritania,MRT,2020,NA,,,
873,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MR,Mauritania,MRT,2019,NA,,,
874,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MR,Mauritania,MRT,2018,NA,,,
875,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MR,Mauritania,MRT,2017,53.49759,,,
876,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MU,Mauritius,MUS,2021,NA,,,
877,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MU,Mauritius,MUS,2020,NA,,,
878,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MU,Mauritius,MUS,2019,NA,,,
879,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MU,Mauritius,MUS,2018,NA,,,
880,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MU,Mauritius,MUS,2017,NA,,,
881,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MX,Mexico,MEX,2021,NA,,,
882,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MX,Mexico,MEX,2020,95.24785,,,
883,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MX,Mexico,MEX,2019,NA,,,
884,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MX,Mexico,MEX,2018,95.37991,,,
885,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MX,Mexico,MEX,2017,94.97278,,,
886,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),FM,Micronesia, Fed. Sts.,FSM,2021,NA,,,
